1.29567 1.20513 1.1358 1.08697 1.05123 1.02446 1.00651 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.00651 1.02446 1.05123 1.08697 1.1358 1.20513 
1.29567 1.20513 1.1358 1.08697 1.05123 1.02446 1.00651 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.00651 1.02446 1.05123 1.08697 1.1358 1.20513 
1.29567 1.20513 1.1358 1.08697 1.05123 1.02446 1.00651 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.00651 1.02446 1.05123 1.08697 1.1358 1.20513 
1.29567 1.20513 1.1358 1.08697 1.05123 1.02446 1.00651 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.00651 1.02446 1.05123 1.08697 1.1358 1.20513 
1.29567 1.20513 1.1358 1.08697 1.05123 1.02446 1.00651 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.00651 1.02446 1.05123 1.08697 1.1358 1.20513 
1.29567 1.20513 1.1358 1.08697 1.05123 1.02446 1.00651 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.00651 1.02446 1.05123 1.08697 1.1358 1.20513 
1.29567 1.20513 1.1358 1.08697 1.05123 1.02446 1.00651 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.00651 1.02446 1.05123 1.08697 1.1358 1.20513 
1.29567 1.20513 1.1358 1.08697 1.05123 1.02446 1.00651 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.00651 1.02446 1.05123 1.08697 1.1358 1.20513 
1.29567 1.20513 1.1358 1.08697 1.05123 1.02446 1.00651 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.00651 1.02446 1.05123 1.08697 1.1358 1.20513 
1.29567 1.20513 1.1358 1.08697 1.05123 1.02446 1.00651 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.00651 1.02446 1.05123 1.08697 1.1358 1.20513 
1.29567 1.20513 1.1358 1.08697 1.05123 1.02446 1.00651 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.00651 1.02446 1.05123 1.08697 1.1358 1.20513 
1.29567 1.20513 1.1358 1.08697 1.05123 1.02446 1.00651 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.00651 1.02446 1.05123 1.08697 1.1358 1.20513 
1.29567 1.20513 1.1358 1.08697 1.05123 1.02446 1.00651 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.00651 1.02446 1.05123 1.08697 1.1358 1.20513 
1.29567 1.20513 1.1358 1.08697 1.05123 1.02446 1.00651 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.00651 1.02446 1.05123 1.08697 1.1358 1.20513 
1.29567 1.20513 1.1358 1.08697 1.05123 1.02446 1.00651 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.00651 1.02446 1.05123 1.08697 1.1358 1.20513 
1.29567 1.20513 1.1358 1.08697 1.05123 1.02446 1.00651 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.00651 1.02446 1.05123 1.08697 1.1358 1.20513 
1.29567 1.20513 1.1358 1.08697 1.05123 1.02446 1.00651 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.00651 1.02446 1.05123 1.08697 1.1358 1.20513 
1.29567 1.20513 1.1358 1.08697 1.05123 1.02446 1.00651 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.00651 1.02446 1.05123 1.08697 1.1358 1.20513 
1.29567 1.20513 1.1358 1.08697 1.05123 1.02446 1.00651 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.00651 1.02446 1.05123 1.08697 1.1358 1.20513 
1.29567 1.20513 1.1358 1.08697 1.05123 1.02446 1.00651 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.00651 1.02446 1.05123 1.08697 1.1358 1.20513 
1.29567 1.20513 1.1358 1.08697 1.05123 1.02446 1.00651 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.00651 1.02446 1.05123 1.08697 1.1358 1.20513 
1.29567 1.20513 1.1358 1.08697 1.05123 1.02446 1.00651 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.00651 1.02446 1.05123 1.08697 1.1358 1.20513 
1.38631 1.32337 1.26671 1.21921 1.1199 1.05169 1.01799 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.00651 1.01799 1.05169 1.1199 1.21921 1.26671 1.32337 
1.53014 1.44398 1.36721 1.30335 1.2467 1.15598 1.05169 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.02446 1.05169 1.15598 1.2467 1.30335 1.36721 1.44398 
1.6763 1.56498 1.46702 1.38631 1.31522 1.2467 1.1199 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.05123 1.1199 1.2467 1.31522 1.38631 1.46702 1.56499 
1.83452 1.69409 1.57224 1.47297 1.38631 1.30335 1.21921 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.08697 1.21921 1.30335 1.38631 1.47297 1.57224 1.69409 
2.02359 1.84575 1.69409 1.57224 1.46703 1.36721 1.26671 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.1358 1.26671 1.36721 1.46702 1.57224 1.69409 1.84575 
